Wall time,Step,Value
1617232717.849039,5,-0.800000011920929
1617232745.990723,6,-0.8999999761581421
1617232859.841917,10,-1.0
1617232887.466153,11,-1.0
1617232942.44008,13,-0.8999999761581421
1617232970.570295,14,-0.8999999761581421
1617232998.420514,15,-0.800000011920929
1617233053.576339,17,-0.800000011920929
1617233081.444589,18,-0.699999988079071
1617233109.099512,19,-0.800000011920929
1617233137.130358,20,-0.800000011920929
1617233248.464498,24,-0.5
1617233499.190953,33,-0.30000001192092896
1617233526.962938,34,1.2000000476837158
1617233582.645207,36,1.100000023841858
1617233667.199072,39,1.399999976158142
1617233694.932686,40,-0.20000000298023224
1617233750.574504,42,0.5
1617233806.56295,44,-0.20000000298023224
1617233834.423744,45,-0.20000000298023224
1617233890.487347,47,-0.800000011920929
1617233947.136619,49,-0.6000000238418579
1617233975.275886,50,0.0
1617234180.729573,53,1.0
1617234208.722488,54,1.899999976158142
1617234237.252133,55,2.299999952316284
1617234265.293453,56,4.800000190734863
1617234293.301069,57,6.099999904632568
1617234377.705059,60,4.199999809265137
1617234405.565297,61,1.600000023841858
1617234461.927384,63,4.0
1617234518.179401,65,5.099999904632568
1617234546.205144,66,3.9000000953674316
1617234574.871931,67,1.2000000476837158
1617234603.322454,68,1.600000023841858
1617234688.037344,71,3.200000047683716
1617234715.993342,72,4.199999809265137
1617234744.076278,73,3.700000047683716
1617234771.958413,74,3.299999952316284
1617234828.731496,76,3.0999999046325684
1617234913.447349,79,4.5
1617235054.003613,84,3.5
1617235082.001276,85,3.5
1617235110.383967,86,4.0
1617235138.411864,87,2.4000000953674316
1617235166.468107,88,1.2000000476837158
1617235194.312605,89,0.20000000298023224
1617235334.294482,94,0.6000000238418579
1617235644.134231,102,1.2000000476837158
1617235728.465224,105,1.399999976158142
1617235756.431063,106,0.800000011920929
1617235952.123664,113,-0.699999988079071
1617236036.107731,116,2.700000047683716
1617236091.526552,118,3.4000000953674316
1617236119.759505,119,2.5999999046325684
1617236147.834711,120,-0.8999999761581421
1617236259.707025,124,-0.8999999761581421
1617236287.986242,125,-0.800000011920929
1617236315.844636,126,-0.699999988079071
1617236399.721717,129,-0.20000000298023224
1617236427.423835,130,-0.10000000149011612
1617236511.123754,133,0.6000000238418579
1617236622.512782,137,3.299999952316284
1617236678.512116,139,2.799999952316284
1617236734.744079,141,3.700000047683716
1617236762.335736,142,2.799999952316284
1617236790.160021,143,1.2999999523162842
1617236817.948997,144,0.0
1617236929.794979,148,0.10000000149011612
1617236985.073743,150,0.30000001192092896
1617237120.045546,153,1.0
1617237148.078374,154,1.100000023841858
1617237176.085666,155,1.2000000476837158
1617237231.279586,157,1.600000023841858
1617237259.263222,158,2.200000047683716
1617237286.885388,159,1.5
1617237370.547009,162,1.5
1617237425.654707,164,2.200000047683716
1617237453.368653,165,2.700000047683716
1617237509.273672,167,2.5
1617237536.770901,168,2.299999952316284
1617237619.410683,171,3.299999952316284
1617237757.778343,176,5.699999809265137
1617237785.176769,177,3.9000000953674316
1617237812.560464,178,4.0
1617237867.77285,180,6.400000095367432
1617237895.21469,181,3.9000000953674316
1617237949.797414,183,0.0
1617238004.230062,185,0.10000000149011612
1617238032.216012,186,2.0
1617238059.812663,187,2.0999999046325684
1617238087.054468,188,2.200000047683716
1617238141.700119,190,-0.800000011920929
1617238168.824717,191,-1.0
1617238360.741443,198,-0.800000011920929
1617238572.06843,202,-0.800000011920929
1617238680.181204,206,5.800000190734863
1617238707.291082,207,7.099999904632568
1617238734.607709,208,7.5
1617238842.987702,212,8.600000381469727
1617238923.991203,215,8.199999809265137
1617239005.397006,218,5.5
1617239032.636281,219,0.20000000298023224
1617239113.356075,222,3.4000000953674316
1617239140.477758,223,5.900000095367432
1617239194.813824,225,9.5
1617239222.317462,226,12.600000381469727
1617239249.320564,227,14.0
1617239303.401957,229,9.0
1617239330.378555,230,10.300000190734863
1617239384.402585,232,7.800000190734863
1617239411.759063,233,4.699999809265137
1617239438.852642,234,6.400000095367432
1617239519.983006,237,16.0
1617239601.531154,240,20.600000381469727
1617239737.317062,245,21.399999618530273
1617239791.776382,247,22.200000762939453
1617239846.061995,249,19.600000381469727
1617239873.105385,250,18.0
1617240247.978331,255,11.300000190734863
1617240329.746834,258,18.299999237060547
1617240357.050281,259,17.799999237060547
1617240384.249984,260,21.899999618530273
1617240411.067071,261,23.200000762939453
1617240465.021905,263,21.5
1617240572.199339,267,20.5
1617240625.720113,269,13.899999618530273
1617240679.348821,271,17.799999237060547
1617240733.091556,273,16.899999618530273
1617240867.75404,278,20.200000762939453
1617240921.117212,280,19.399999618530273
1617241027.959173,284,25.700000762939453
1617241161.905373,289,27.0
1617241216.096763,291,19.5
1617241242.95955,292,16.299999237060547
1617241323.276211,295,20.200000762939453
1617241377.195165,297,19.899999618530273
1617241404.157296,298,22.200000762939453
1617241431.053589,299,23.100000381469727
1617241724.420971,301,30.899999618530273
1617241751.368004,302,34.900001525878906
1617241778.27433,303,33.79999923706055
1617241886.62537,307,21.700000762939453
1617241913.582623,308,19.799999237060547
1617241968.014905,310,0.699999988079071
1617242049.016011,313,6.099999904632568
1617242156.887637,317,13.300000190734863
1617242184.099334,318,17.299999237060547
1617242211.454072,319,20.100000381469727
1617242238.640702,320,20.100000381469727
1617242292.974706,322,21.700000762939453
1617242374.918734,325,25.5
1617242402.2026,326,22.200000762939453
1617242429.477366,327,25.5
1617242510.951176,330,23.700000762939453
1617242538.28124,331,25.299999237060547
1617242594.043629,333,28.399999618530273
1617242759.962848,339,33.900001525878906
1617242814.199711,341,30.200000762939453
1617242896.458831,344,23.100000381469727
1617242923.929486,345,21.0
1617242978.418427,347,24.200000762939453
1617243005.667026,348,22.0
1617243374.147407,353,12.0
1617243401.145604,354,13.5
1617243455.879065,356,14.899999618530273
1617243510.985266,358,17.299999237060547
1617243538.349706,359,20.799999237060547
1617243565.943292,360,24.600000381469727
1617243648.458049,363,31.299999237060547
1617243675.81341,364,31.299999237060547
1617243758.136135,367,30.799999237060547
1617243785.490123,368,28.5
1617243840.454849,370,26.5
1617243867.81173,371,22.5
1617243923.0316,373,21.100000381469727
1617244032.531982,377,24.799999237060547
1617244060.201115,378,25.100000381469727
1617244087.596407,379,20.799999237060547
1617244142.601176,381,26.399999618530273
1617244170.005049,382,26.899999618530273
1617244252.079131,385,26.399999618530273
1617244279.51384,386,25.799999237060547
1617244306.525702,387,21.700000762939453
1617244334.137569,388,22.899999618530273
1617244388.957982,390,24.299999237060547
1617244416.402561,391,25.799999237060547
1617244443.756312,392,24.100000381469727
1617244470.967291,393,26.100000381469727
1617244938.082567,402,28.700000762939453
1617244965.219088,403,29.0
1617245019.675379,405,29.100000381469727
1617245101.658025,408,28.299999237060547
1617245293.087155,415,25.200000762939453
1617245320.314258,416,24.299999237060547
1617245429.566176,420,12.100000381469727
1617245457.175559,421,5.099999904632568
1617245484.335224,422,0.699999988079071
1617245538.569518,424,1.899999976158142
1617245593.279488,426,12.199999809265137
1617245701.521573,430,26.799999237060547
1617245945.665611,439,34.5
1617245972.351794,440,33.099998474121094
1617245999.395518,441,35.099998474121094
1617246026.272159,442,36.5
1617246080.576723,444,35.70000076293945
1617246107.800878,445,37.400001525878906
1617246188.572486,448,35.79999923706055
1617246467.956151,451,31.299999237060547
1617246655.888926,458,16.799999237060547
1617246682.881776,459,15.699999809265137
1617246710.059331,460,15.899999618530273
1617246737.058513,461,17.600000381469727
1617246791.124165,463,19.799999237060547
1617246818.03634,464,20.799999237060547
1617246845.018953,465,20.200000762939453
1617246899.042664,467,26.5
1617246926.043684,468,25.700000762939453
1617246953.203744,469,29.0
1617247006.946226,471,27.399999618530273
1617247061.282737,473,30.299999237060547
1617247088.181067,474,32.20000076293945
1617247196.532011,478,35.900001525878906
1617247386.600542,485,27.0
1617247469.085516,488,29.600000381469727
1617247496.042148,489,28.200000762939453
1617247550.924681,491,25.399999618530273
1617247605.415011,493,26.100000381469727
1617247686.671888,496,25.299999237060547
1617248227.945894,507,24.299999237060547
1617248309.50705,510,24.799999237060547
1617248336.819637,511,24.600000381469727
1617248363.877988,512,25.899999618530273
1617248417.975242,514,28.600000381469727
1617248472.610065,516,25.799999237060547
1617248499.882761,517,24.899999618530273
1617248554.298361,519,27.0
1617248690.808721,524,26.799999237060547
1617248717.97207,525,29.299999237060547
1617248880.886561,531,33.5
1617248935.330008,533,27.0
1617248962.497875,534,28.299999237060547
1617248989.930807,535,25.700000762939453
1617249017.556131,536,25.700000762939453
1617249044.908391,537,26.5
1617249072.299539,538,23.5
1617249099.755181,539,20.899999618530273
1617249127.28397,540,25.200000762939453
1617249154.81206,541,25.899999618530273
1617249181.905974,542,24.200000762939453
1617249236.575809,544,23.700000762939453
1617249318.978013,547,25.100000381469727
1617249346.127168,548,26.299999237060547
1617249373.671581,549,25.700000762939453
1617249668.075284,551,21.799999237060547
1617249776.377469,555,23.600000381469727
1617249830.989304,557,26.5
1617249885.453582,559,29.100000381469727
